visitor_ab,home_ab,visitor_hr,home_hr,visitor_h,home_h,visitor_2b,home_2b,visitor_3b,home_3b,visitor_bb,home_bb,home,visitor,year
34,32,2,2,7,11,1,2,0,0,4,3,SLN,SEA,2010
30,30,1,2,3,9,1,0,0,0,2,2,ANA,MIL,2010
31,33,1,2,6,10,1,1,0,0,4,2,BOS,ARI,2010
39,32,0,1,14,9,7,1,0,0,0,5,CLE,NYN,2010
32,30,2,1,7,7,0,1,0,0,0,6,DET,WAS,2010
32,32,0,0,5,8,2,0,0,1,3,1,KCA,HOU,2010
29,27,0,0,3,8,1,1,0,0,1,4,MIN,COL,2010
33,31,2,2,6,5,0,1,1,0,5,2,NYA,PHI,2010
31,37,0,1,5,13,2,3,0,0,3,1,ATL,TBA,2010
32,28,0,1,9,9,0,3,0,0,2,6,CHN,OAK,2010
38,34,2,1,11,9,1,1,0,0,3,2,CIN,LAN,2010
39,29,2,0,12,4,1,1,0,0,4,4,FLO,TEX,2010
38,29,0,1,11,5,3,1,1,0,2,3,PIT,CHA,2010
35,34,2,0,11,7,1,1,1,0,3,3,SDN,TOR,2010
37,31,0,2,11,11,0,4,0,0,6,3,SFN,BAL,2010
31,31,0,0,6,6,1,3,0,0,3,0,SLN,SEA,2010
38,31,0,1,12,10,4,4,0,0,3,5,BOS,ARI,2010
38,38,0,0,14,10,1,2,1,0,2,2,CLE,NYN,2010
36,40,1,0,8,19,1,4,0,0,0,1,DET,WAS,2010
32,33,0,1,6,9,1,2,0,0,2,2,KCA,HOU,2010
33,30,1,0,8,8,0,2,1,0,3,2,MIN,COL,2010
34,31,1,0,10,4,3,0,0,0,6,2,NYA,PHI,2010
29,27,0,1,4,5,0,1,0,0,5,2,ATL,TBA,2010
34,30,1,1,8,9,2,1,0,0,2,5,CHN,OAK,2010
31,32,0,3,7,10,0,2,0,0,7,3,CIN,LAN,2010
37,34,1,0,11,9,3,2,0,0,1,4,FLO,TEX,2010
34,33,0,1,11,9,4,2,1,0,0,2,PIT,CHA,2010
37,36,1,3,9,13,2,2,1,0,2,4,BOS,LAN,2010
38,30,1,1,10,9,1,2,0,1,3,5,DET,ARI,2010
33,35,0,0,8,8,4,1,0,0,6,3,NYA,NYN,2010
33,29,0,0,6,5,2,3,0,0,0,2,SEA,CIN,2010
30,28,0,1,5,4,1,0,0,0,3,1,TOR,SFN,2010
33,31,1,0,8,9,1,2,0,0,3,4,ATL,KCA,2010
33,33,2,3,7,7,1,1,0,0,2,6,CHN,ANA,2010
34,29,0,0,10,6,1,3,0,0,2,0,COL,MIL,2010
34,34,0,1,7,11,2,3,0,0,3,3,FLO,TBA,2010
38,36,1,0,12,9,3,2,2,0,7,1,HOU,TEX,2010
36,32,1,3,11,11,0,1,1,1,3,5,PHI,MIN,2010
34,32,0,0,9,6,3,2,0,0,2,1,PIT,CLE,2010
32,36,0,0,8,11,0,2,0,0,2,3,SDN,BAL,2010
35,31,0,1,10,9,3,2,0,0,1,5,SLN,OAK,2010
37,35,0,0,6,5,1,1,0,0,2,2,WAS,CHA,2010
32,36,1,2,6,10,2,1,0,0,3,2,BOS,LAN,2010
34,37,2,0,10,11,1,3,1,0,4,2,DET,ARI,2010
30,31,2,2,6,8,1,1,0,0,3,4,NYA,NYN,2010
31,32,0,2,5,10,0,2,0,0,1,1,SEA,CIN,2010
30,31,0,1,4,8,2,1,0,0,1,2,TOR,SFN,2010
34,32,0,2,9,8,3,1,0,0,2,0,ATL,KCA,2010
42,30,2,0,15,2,3,0,0,0,8,0,CHN,ANA,2010
39,33,1,2,15,11,4,1,0,0,2,2,COL,MIL,2010
41,43,0,2,13,9,1,2,1,0,12,6,FLO,TBA,2010
33,28,2,0,7,2,0,1,0,0,5,0,HOU,TEX,2010
46,45,4,5,15,14,2,3,0,1,5,2,PHI,MIN,2010
36,32,1,0,9,9,2,2,0,2,2,8,PIT,CLE,2010
36,35,1,0,11,9,2,2,0,0,1,3,SDN,BAL,2010
32,28,0,1,8,6,2,2,0,0,2,4,SLN,OAK,2010
34,29,0,0,9,3,0,0,0,0,1,2,WAS,CHA,2010
29,29,0,0,4,7,1,1,0,1,3,2,BOS,LAN,2010
30,32,0,2,4,7,1,1,0,0,2,0,DET,ARI,2010
29,32,0,1,4,9,1,2,0,1,2,1,NYA,NYN,2010
28,26,0,0,3,3,0,0,0,0,5,1,SEA,CIN,2010
40,36,3,1,12,9,3,2,1,0,6,6,TOR,SFN,2010
39,32,0,0,11,9,2,5,0,0,3,11,ATL,KCA,2010
34,43,0,1,10,18,2,6,0,0,1,3,CHN,ANA,2010
35,29,0,1,8,3,4,1,0,0,6,4,COL,MIL,2010
32,32,1,1,6,7,1,1,0,1,0,2,FLO,TBA,2010
43,35,0,0,15,7,4,1,0,1,6,3,HOU,TEX,2010
35,31,2,1,11,4,1,0,0,0,0,0,PHI,MIN,2010
36,28,1,0,11,8,3,0,0,0,1,3,PIT,CLE,2010
31,33,0,2,6,12,1,5,0,0,3,3,SDN,BAL,2010
33,31,1,2,11,5,3,0,0,0,2,1,SLN,OAK,2010
39,35,0,0,15,8,1,1,0,1,0,1,WAS,CHA,2010
40,36,3,1,9,7,1,1,0,0,2,7,OAK,CIN,2010
33,35,0,4,9,13,1,2,1,0,3,3,ARI,NYA,2010
33,25,0,2,11,4,2,0,0,0,1,5,WAS,KCA,2010
37,30,1,1,10,8,2,2,0,0,2,3,ANA,LAN,2010
41,35,0,1,14,10,2,2,0,0,3,1,BAL,FLO,2010
36,38,2,1,9,16,2,1,1,0,1,1,CHA,ATL,2010
40,32,0,1,13,7,3,0,0,0,1,0,OAK,CIN,2010
31,29,0,1,6,5,2,0,0,0,3,2,SEA,CHN,2010
30,31,0,0,4,6,2,1,0,0,5,2,TBA,SDN,2010
37,28,0,3,10,7,3,1,0,0,0,6,TEX,PIT,2010
38,31,4,2,11,7,4,0,0,0,1,1,TOR,SLN,2010
37,35,1,0,12,9,2,2,0,0,2,3,ARI,NYA,2010
30,32,0,0,7,9,1,0,0,0,5,1,COL,BOS,2010
31,33,0,0,7,7,0,1,0,0,1,2,HOU,SFN,2010
32,36,0,2,8,12,2,5,0,0,6,2,MIL,MIN,2010
33,37,1,0,8,16,3,4,0,1,5,7,NYN,DET,2010
30,25,1,0,3,4,0,0,0,0,2,3,PHI,CLE,2010
35,34,0,2,11,11,1,3,0,0,1,1,WAS,KCA,2010
34,27,0,0,8,4,1,2,0,0,2,3,ANA,LAN,2010
38,38,2,2,12,10,4,2,0,0,2,3,BAL,FLO,2010
33,27,0,2,10,6,2,1,0,0,2,4,CHA,ATL,2010
34,32,0,0,9,7,1,1,0,0,4,2,OAK,CIN,2010
34,34,1,1,9,11,2,1,0,0,0,4,SEA,CHN,2010
34,30,3,1,8,5,1,2,0,0,1,7,TBA,SDN,2010
32,41,0,1,6,17,2,2,0,0,4,7,TEX,PIT,2010
37,29,0,0,11,4,1,1,0,0,1,5,TOR,SLN,2010
33,37,1,0,10,10,2,2,0,0,13,6,ARI,NYA,2010
38,35,1,3,12,13,3,2,0,1,1,0,COL,BOS,2010
37,33,0,0,8,11,3,3,1,0,3,3,HOU,SFN,2010
37,33,0,0,11,9,3,1,0,0,3,4,MIL,MIN,2010
30,31,0,1,5,8,0,1,0,1,2,4,NYN,DET,2010
35,32,2,3,11,11,4,2,0,0,4,5,PHI,CLE,2010
36,31,0,0,9,6,0,0,0,0,0,2,WAS,KCA,2010
41,35,0,1,15,12,3,2,0,0,4,6,ANA,LAN,2010
38,39,0,2,11,17,3,4,0,0,3,3,BAL,FLO,2010
29,28,0,1,2,7,0,2,0,0,1,2,CHA,ATL,2010
40,48,0,0,6,11,0,3,0,0,5,5,SEA,CHN,2010
32,34,1,3,6,12,0,2,0,0,0,1,TBA,SDN,2010
36,36,0,0,14,12,2,2,0,1,1,2,TEX,PIT,2010
31,35,0,3,5,10,2,2,0,0,1,2,TOR,SLN,2010
46,47,4,0,15,18,4,1,0,0,3,6,COL,BOS,2010
36,34,1,2,10,11,1,4,0,0,1,7,HOU,SFN,2010
32,33,0,2,5,9,1,3,0,0,0,3,MIL,MIN,2010
35,35,2,0,12,10,2,2,0,0,7,3,NYN,DET,2010
32,37,1,1,6,15,2,1,0,0,0,2,PHI,CLE,2010
43,38,1,0,10,8,1,2,0,0,4,3,ANA,COL,2010
38,38,0,1,12,13,2,1,0,0,3,5,BAL,WAS,2010
30,31,0,2,3,7,0,3,0,0,3,2,CHA,CHN,2010
32,33,0,0,8,10,2,1,0,1,2,2,KCA,SLN,2010
36,39,1,0,9,17,3,3,0,2,0,4,OAK,PIT,2010
30,27,1,0,7,0,0,0,0,0,2,8,TBA,ARI,2010
42,39,1,0,14,13,6,1,0,0,5,3,TEX,HOU,2010
35,32,1,0,11,7,1,2,1,0,7,1,TOR,PHI,2010
33,30,0,2,6,7,2,0,0,0,2,1,ATL,DET,2010
35,34,2,2,9,12,1,3,0,0,5,4,CIN,CLE,2010
33,31,1,0,8,7,0,1,0,0,2,5,FLO,SDN,2010
35,29,1,0,7,4,2,0,0,0,1,3,LAN,NYA,2010
32,29,0,2,7,8,1,3,0,0,1,4,MIL,SEA,2010
33,26,1,1,8,7,1,3,0,0,0,1,NYN,MIN,2010
33,35,1,1,7,12,0,0,1,0,10,2,SFN,BOS,2010
30,28,1,1,5,4,1,0,0,0,3,1,ANA,COL,2010
30,38,0,1,7,14,1,1,0,0,3,2,BAL,WAS,2010
31,28,1,1,8,4,1,1,0,1,1,1,CHA,CHN,2010
33,35,2,0,8,9,1,0,0,0,3,1,KCA,SLN,2010
29,31,0,1,2,8,0,3,0,0,3,4,OAK,PIT,2010
34,27,2,0,8,5,1,1,0,0,1,11,TBA,ARI,2010
29,38,1,1,5,15,2,3,0,1,6,6,TEX,HOU,2010
32,31,1,3,5,8,1,0,0,0,1,5,TOR,PHI,2010
30,28,1,1,3,6,0,2,0,0,7,8,ATL,DET,2010
33,29,0,0,9,8,4,0,0,0,7,5,CIN,CLE,2010
31,33,0,0,5,8,1,0,1,0,1,1,FLO,SDN,2010
35,30,1,0,8,11,1,3,0,0,5,10,LAN,NYA,2010
37,34,2,1,10,6,2,3,0,0,4,1,MIL,SEA,2010
33,28,1,0,10,3,4,0,0,0,3,1,NYN,MIN,2010
31,32,2,0,5,6,1,2,0,0,1,3,SFN,BOS,2010
35,33,1,2,10,9,2,1,0,1,1,5,ANA,COL,2010
31,30,1,0,5,8,0,4,1,0,5,1,BAL,WAS,2010
39,35,2,1,14,11,4,1,0,0,2,4,CHA,CHN,2010
30,38,2,1,4,15,0,2,0,0,4,3,KCA,SLN,2010
32,28,1,1,8,3,2,0,0,0,5,4,OAK,PIT,2010
29,27,1,0,4,2,1,1,1,0,3,7,TBA,ARI,2010
30,36,0,2,6,11,0,4,0,0,4,5,TEX,HOU,2010
43,35,0,1,13,7,5,1,0,0,2,2,TOR,PHI,2010
39,32,1,0,17,7,0,3,0,0,3,3,ATL,DET,2010
34,30,3,1,8,4,0,0,0,0,2,4,CIN,CLE,2010
32,33,1,0,8,9,0,2,0,0,5,5,FLO,SDN,2010
39,35,2,1,11,10,1,3,0,0,2,5,LAN,NYA,2010
31,33,0,1,5,11,1,4,0,1,1,4,MIL,SEA,2010
33,37,0,3,7,14,0,2,0,1,3,1,NYN,MIN,2010
36,32,2,0,11,5,2,0,1,0,4,1,SFN,BOS,2010
34,31,0,0,8,9,3,3,0,0,1,3,CLE,TOR,2010
31,30,1,0,4,12,0,2,0,0,2,5,KCA,CHA,2010
38,34,1,1,13,11,3,1,0,1,3,3,MIN,DET,2010
29,28,0,0,5,8,1,1,0,0,5,3,ATL,WAS,2010
32,34,0,0,7,7,1,2,1,0,6,0,CHN,PIT,2010
31,31,1,1,8,11,1,4,1,0,2,2,CIN,PHI,2010
32,33,2,3,6,9,0,3,0,0,0,2,FLO,NYN,2010
41,37,1,1,14,12,3,1,0,0,6,1,MIL,HOU,2010
40,35,4,1,13,8,1,1,0,0,7,6,SDN,COL,2010
32,31,1,0,9,9,2,1,0,0,3,3,SFN,LAN,2010
34,36,3,0,9,10,1,1,0,0,6,1,SLN,ARI,2010
37,34,2,1,12,11,0,1,0,0,2,5,ANA,TEX,2010
37,29,0,0,11,5,1,4,1,0,2,7,BAL,OAK,2010
38,32,1,2,12,10,1,3,1,0,4,6,BOS,TBA,2010
31,32,0,1,6,7,0,4,0,0,4,2,CLE,TOR,2010
35,36,0,0,12,10,3,1,0,0,4,1,KCA,CHA,2010
33,35,0,1,7,13,2,4,0,3,2,7,MIN,DET,2010
34,34,1,2,12,8,4,2,0,0,2,1,NYA,SEA,2010
37,31,1,0,11,5,1,2,0,1,3,2,ATL,WAS,2010
32,30,1,2,7,8,1,3,0,0,1,2,CHN,PIT,2010
40,39,2,1,11,10,2,2,0,1,6,3,CIN,PHI,2010
31,38,0,2,12,13,3,3,0,0,2,2,FLO,NYN,2010
36,33,1,4,10,9,2,1,0,0,4,2,MIL,HOU,2010
34,35,2,1,8,9,0,0,0,0,4,1,SDN,COL,2010
38,32,0,1,12,8,0,1,1,0,4,3,SFN,LAN,2010
32,32,0,2,6,13,0,3,0,0,3,8,SLN,ARI,2010
35,33,2,1,9,8,3,1,0,0,2,4,ANA,TEX,2010
35,35,1,5,10,12,0,1,0,0,3,6,BAL,OAK,2010
36,33,1,0,11,8,3,2,0,0,5,2,BOS,TBA,2010
32,28,0,2,6,7,2,1,0,0,2,2,CLE,TOR,2010
35,35,0,2,10,13,0,2,2,0,0,3,KCA,CHA,2010
33,28,0,1,7,9,2,3,0,0,1,2,MIN,DET,2010
36,29,4,0,9,2,0,2,0,0,4,3,NYA,SEA,2010
32,29,0,0,8,7,2,2,0,0,3,4,ATL,WAS,2010
32,30,0,0,7,5,1,1,0,0,5,1,CHN,PIT,2010
36,37,1,2,9,13,0,2,0,0,1,0,CIN,PHI,2010
40,41,0,0,10,17,4,3,0,0,0,2,FLO,NYN,2010
34,34,0,0,8,7,4,3,0,0,7,2,MIL,HOU,2010
34,35,0,0,7,14,3,2,0,0,3,8,SDN,COL,2010
36,32,2,1,10,7,2,0,0,0,6,1,SFN,LAN,2010
36,36,1,0,10,9,1,0,0,1,3,6,SLN,ARI,2010
32,28,0,0,4,6,1,2,0,0,3,4,ANA,TEX,2010
40,33,0,0,15,7,3,1,0,0,5,1,BAL,OAK,2010
35,32,0,2,8,8,3,0,0,0,0,5,CLE,TOR,2010
41,36,0,1,12,7,2,3,0,0,4,2,MIN,TBA,2010
31,30,0,2,5,7,1,2,0,0,2,3,NYA,SEA,2010
43,31,0,0,16,5,2,0,1,0,2,4,CHN,CIN,2010
35,36,1,1,7,12,1,0,0,2,1,1,COL,SFN,2010
35,28,1,0,8,5,1,1,0,0,1,2,PIT,PHI,2010
38,36,1,0,9,8,1,2,1,1,9,3,SDN,HOU,2010
34,30,3,1,8,4,1,0,0,0,1,4,SLN,MIL,2010
33,32,0,0,8,9,0,2,0,0,0,4,WAS,NYN,2010
37,37,0,0,9,9,2,0,0,0,3,4,ANA,KCA,2010
33,30,1,2,7,6,0,1,0,0,1,0,BOS,BAL,2010
33,32,0,0,6,5,2,1,0,0,5,4,CLE,OAK,2010
29,33,1,1,5,10,0,1,0,0,3,3,DET,SEA,2010
36,26,0,0,9,4,3,1,0,0,1,4,MIN,TBA,2010
42,35,0,0,11,5,0,0,1,0,7,6,NYA,TOR,2010
40,32,0,1,14,7,1,1,0,1,2,3,TEX,CHA,2010
37,33,0,1,12,13,2,3,0,0,3,7,ARI,LAN,2010
38,38,2,0,9,10,0,2,0,1,2,2,ATL,FLO,2010
36,29,2,0,9,2,2,0,0,0,8,3,CHN,CIN,2010
31,32,2,1,5,12,1,3,0,1,2,5,COL,SFN,2010
30,29,0,0,5,5,1,0,0,0,1,2,PIT,PHI,2010
30,27,0,0,4,6,0,1,0,0,0,4,SDN,HOU,2010
30,29,0,1,5,9,1,3,0,0,2,1,SLN,MIL,2010
36,34,0,1,8,9,2,2,1,0,2,1,WAS,NYN,2010
33,29,0,1,7,4,0,0,0,0,3,2,ANA,KCA,2010
33,37,1,1,7,14,1,6,0,0,2,3,BOS,BAL,2010
38,37,0,1,8,9,3,1,1,0,5,5,CLE,OAK,2010
34,35,0,0,7,11,1,4,0,0,4,2,DET,SEA,2010
36,38,1,3,10,13,3,5,0,0,2,0,MIN,TBA,2010
32,32,2,1,5,9,0,4,0,0,1,6,NYA,TOR,2010
35,25,0,0,10,6,1,0,0,0,1,4,TEX,CHA,2010
44,33,3,1,15,7,1,1,0,0,2,2,ARI,LAN,2010
33,30,0,0,7,8,0,1,0,0,2,2,ATL,FLO,2010
30,32,0,0,5,10,2,4,0,0,2,9,CHN,CIN,2010
34,37,2,1,10,12,1,2,1,1,4,3,COL,SFN,2010
42,35,2,2,15,10,4,1,1,0,2,2,PIT,PHI,2010
30,27,0,0,6,5,2,1,0,0,2,3,SDN,HOU,2010
43,36,2,2,19,11,2,0,0,1,4,3,SLN,MIL,2010
35,36,0,0,8,11,2,2,1,0,5,6,WAS,NYN,2010
34,35,0,3,8,14,1,0,0,0,4,3,ANA,KCA,2010
38,30,0,1,11,3,3,1,1,0,1,4,BOS,BAL,2010
30,33,1,0,7,8,1,1,0,0,5,1,CLE,OAK,2010
41,37,2,0,15,10,1,2,0,0,4,2,DET,SEA,2010
38,35,1,0,13,10,2,2,1,0,2,1,MIN,TBA,2010
40,38,3,1,11,14,0,2,0,0,4,4,NYA,TOR,2010
34,32,1,2,9,5,3,0,0,0,1,1,TEX,CHA,2010
32,35,1,0,9,8,3,2,0,1,3,1,ARI,LAN,2010
33,32,1,1,7,6,0,1,0,0,1,2,ATL,FLO,2010
43,34,7,2,16,8,1,2,1,0,3,1,CHN,CIN,2010
55,47,2,1,12,13,0,0,1,2,3,15,COL,SFN,2010
34,34,1,1,9,9,3,3,0,0,0,2,PIT,PHI,2010
31,31,1,0,5,6,1,0,1,0,3,5,SDN,HOU,2010
30,32,1,1,5,6,0,1,0,0,0,3,SLN,MIL,2010
40,38,1,1,14,12,5,1,1,1,5,2,WAS,NYN,2010
31,32,0,4,6,9,2,0,0,0,5,5,CHA,ANA,2010
41,42,1,0,14,17,2,6,1,1,3,7,DET,BAL,2010
35,29,1,0,8,3,1,0,1,1,1,2,OAK,NYA,2010
38,38,0,1,14,8,1,3,1,0,5,5,SEA,KCA,2010
36,32,2,0,10,10,1,3,1,0,4,5,TBA,BOS,2010
37,38,4,0,12,11,3,1,0,0,6,3,TEX,CLE,2010
35,29,2,1,11,6,2,0,1,1,2,9,ARI,CHN,2010
35,34,0,1,10,8,1,3,0,0,2,2,LAN,FLO,2010
37,33,1,0,10,7,2,2,0,0,3,7,MIL,SFN,2010
36,36,2,1,11,9,3,1,1,1,4,3,NYN,CIN,2010
30,33,1,1,5,9,2,0,0,0,1,1,PHI,ATL,2010
32,31,0,2,9,8,0,4,0,0,3,2,CHA,ANA,2010
48,43,1,2,17,13,1,0,1,2,6,4,DET,BAL,2010
31,31,2,0,5,7,0,1,0,0,4,3,OAK,NYA,2010
34,31,1,0,10,6,3,1,0,0,2,2,SEA,KCA,2010
34,29,0,1,6,7,1,1,1,1,6,5,TBA,BOS,2010
31,40,1,4,5,17,0,2,0,0,2,3,TEX,CLE,2010
36,36,3,3,10,9,2,3,0,0,6,0,TOR,MIN,2010
36,34,3,1,11,7,3,2,1,0,3,1,ARI,CHN,2010
36,44,2,3,11,19,1,2,0,0,3,7,COL,SLN,2010
34,35,0,2,6,12,1,2,0,0,2,2,HOU,PIT,2010
35,31,1,3,10,8,0,0,0,0,0,6,LAN,FLO,2010
34,31,0,0,6,4,0,0,0,0,4,5,MIL,SFN,2010
30,30,0,1,3,7,1,0,0,0,3,2,NYN,CIN,2010
44,35,2,1,13,3,2,0,0,1,2,4,PHI,ATL,2010
36,35,0,3,13,11,1,2,0,0,2,4,WAS,SDN,2010
31,33,0,0,5,12,0,3,0,0,2,2,CHA,ANA,2010
31,34,0,1,7,11,1,4,2,0,2,4,DET,BAL,2010
37,31,2,0,12,6,1,0,0,0,5,2,OAK,NYA,2010
37,33,3,2,11,6,3,0,0,0,4,6,SEA,KCA,2010
37,30,1,1,11,5,3,0,1,0,2,6,TBA,BOS,2010
34,30,1,1,6,7,2,2,0,0,3,4,TEX,CLE,2010
34,32,2,2,11,11,0,3,1,1,1,2,TOR,MIN,2010
38,37,1,0,10,10,1,1,0,0,4,1,ARI,CHN,2010
40,39,3,2,16,15,1,2,0,0,1,2,COL,SLN,2010
37,31,0,4,11,7,5,0,0,0,4,7,HOU,PIT,2010
35,33,1,0,7,6,2,1,0,0,1,1,LAN,FLO,2010
45,32,4,1,18,5,1,1,1,0,4,4,MIL,SFN,2010
35,34,2,1,7,8,1,2,0,0,1,1,NYN,CIN,2010
37,36,3,2,10,10,4,3,0,0,1,2,PHI,ATL,2010
39,31,3,4,13,9,3,1,0,0,1,3,WAS,SDN,2010
30,24,0,0,2,3,0,1,0,0,0,3,CHA,ANA,2010
38,30,0,0,12,5,2,0,0,0,4,4,SEA,NYA,2010
34,31,2,3,7,9,0,2,0,0,4,3,TBA,CLE,2010
36,35,2,1,10,9,2,2,0,0,2,6,TEX,BAL,2010
30,33,1,5,5,10,2,1,0,0,1,0,TOR,MIN,2010
33,37,1,0,6,15,3,2,1,2,0,4,ARI,FLO,2010
31,31,0,0,5,11,4,3,0,0,2,2,COL,SLN,2010
28,32,0,2,1,9,0,0,0,1,2,1,HOU,PIT,2010
32,29,1,1,8,6,1,1,0,0,0,1,LAN,CHN,2010
38,39,3,0,16,12,1,1,0,0,5,8,MIL,SFN,2010
41,37,1,2,7,8,3,0,0,1,1,6,PHI,CIN,2010
36,33,4,0,11,8,1,1,0,0,2,3,WAS,SDN,2010
35,30,1,2,8,12,1,2,0,0,3,3,CHA,KCA,2010
35,30,0,0,11,11,1,1,0,1,3,3,DET,MIN,2010
36,41,3,1,8,11,0,4,0,1,5,0,OAK,ANA,2010
33,36,2,0,7,9,1,4,1,0,5,0,SEA,NYA,2010
40,32,3,1,13,6,4,2,0,0,2,8,TBA,CLE,2010
42,39,2,1,15,10,4,2,0,0,3,6,TEX,BAL,2010
39,33,4,2,14,7,3,2,0,0,8,4,TOR,BOS,2010
37,31,0,0,11,6,3,1,0,0,3,3,ARI,FLO,2010
36,35,1,3,10,11,6,2,0,0,2,3,COL,SDN,2010
38,30,2,0,11,6,6,0,0,0,2,3,HOU,SLN,2010
37,33,0,1,11,11,2,4,1,0,4,3,LAN,CHN,2010
39,34,2,2,10,8,3,0,0,1,3,3,MIL,PIT,2010
37,33,2,0,12,8,2,2,0,0,4,2,NYN,ATL,2010
43,36,1,3,15,12,1,3,0,0,6,2,PHI,CIN,2010
31,35,1,2,4,13,1,4,0,1,1,3,WAS,SFN,2010
34,31,0,3,8,9,3,1,0,0,1,2,CHA,KCA,2010
32,32,1,4,6,8,2,4,0,0,1,4,DET,MIN,2010
31,40,0,3,4,16,1,4,1,1,2,3,OAK,ANA,2010
35,30,1,1,10,6,1,0,0,0,2,3,SEA,NYA,2010
29,30,0,0,3,8,1,3,0,0,3,5,TBA,CLE,2010
35,31,3,0,9,4,1,0,0,0,0,1,TEX,BAL,2010
38,34,0,3,11,11,4,4,0,0,2,6,TOR,BOS,2010
34,27,1,2,9,6,2,0,0,0,2,5,ARI,FLO,2010
31,35,0,3,5,12,1,1,0,0,2,2,COL,SDN,2010
30,29,0,1,5,7,0,2,1,0,2,4,HOU,SLN,2010
33,37,2,0,9,9,0,0,0,0,4,4,LAN,CHN,2010
32,30,2,2,7,9,2,1,0,0,2,7,MIL,PIT,2010
38,29,0,0,15,4,2,1,0,0,5,2,NYN,ATL,2010
35,36,0,0,6,4,2,2,0,0,3,1,PHI,CIN,2010
34,33,2,1,11,8,3,5,0,0,7,4,WAS,SFN,2010
32,38,1,5,10,18,2,4,0,0,3,3,CHA,KCA,2010
34,32,0,0,10,6,3,2,0,0,6,2,DET,MIN,2010
36,33,1,1,9,9,1,2,0,0,2,1,OAK,ANA,2010
39,32,1,1,11,7,5,1,0,0,2,1,SEA,NYA,2010
38,38,0,1,9,11,4,2,0,0,1,10,TBA,CLE,2010
35,34,1,1,8,9,3,0,0,0,5,4,TEX,BAL,2010
32,35,2,1,6,8,1,1,0,0,2,0,TOR,BOS,2010
30,31,0,0,5,8,1,0,0,0,1,2,ARI,FLO,2010
41,34,1,0,16,9,3,2,0,1,4,5,COL,SDN,2010
33,35,1,0,8,10,1,0,0,0,3,4,HOU,SLN,2010
30,29,0,1,4,8,3,1,0,0,1,7,LAN,CHN,2010
32,33,2,3,9,11,1,2,0,0,4,3,MIL,PIT,2010
32,34,0,1,5,13,1,1,0,1,3,3,NYN,ATL,2010
29,28,0,0,6,4,1,2,0,0,4,2,PHI,CIN,2010
32,36,0,0,7,10,0,0,1,0,3,4,WAS,SFN,2010
34,38,0,0,7,16,3,4,0,0,2,2,ANA,SEA,2010
38,33,1,2,12,6,4,0,0,0,4,3,BOS,TEX,2010
34,41,1,0,14,15,2,3,0,0,3,2,MIN,CHA,2010
32,32,1,2,7,8,1,2,0,0,2,2,ATL,MIL,2010
37,39,2,3,10,16,0,4,0,1,4,1,CHN,PHI,2010
30,30,0,0,6,7,0,1,0,0,1,2,SFN,NYN,2010
30,33,1,0,4,12,1,4,0,0,0,5,SLN,LAN,2010
32,31,1,0,7,10,0,4,0,0,0,0,ANA,SEA,2010
35,34,1,0,10,7,3,2,0,0,3,1,BAL,TOR,2010
37,34,1,1,12,8,2,2,1,0,5,2,BOS,TEX,2010
32,34,0,2,7,10,1,2,1,1,2,6,CLE,DET,2010
31,34,0,0,7,7,2,1,0,0,5,1,KCA,OAK,2010
35,37,0,0,8,12,2,1,0,0,5,4,MIN,CHA,2010
33,32,0,3,9,7,1,0,0,0,4,5,NYA,TBA,2010
41,34,1,0,16,8,3,1,0,1,2,4,ATL,MIL,2010
31,29,2,2,4,6,0,1,0,0,1,3,CHN,PHI,2010
31,31,1,0,5,8,1,4,0,0,3,2,CIN,COL,2010
33,29,0,0,8,4,2,0,0,0,1,5,FLO,WAS,2010
33,31,1,0,8,6,2,2,0,0,2,1,PIT,HOU,2010
30,35,0,2,4,14,1,3,0,0,2,9,SDN,ARI,2010
29,27,0,0,3,7,1,2,0,0,2,3,SFN,NYN,2010
39,35,0,1,13,14,3,0,1,1,3,3,SLN,LAN,2010
35,34,2,2,12,10,4,2,0,0,1,1,ANA,SEA,2010
37,31,2,0,11,7,4,1,0,0,1,5,BAL,TOR,2010
37,34,0,0,7,6,1,3,0,0,3,3,BOS,TEX,2010
29,31,0,0,6,8,2,2,0,0,7,6,CLE,DET,2010
41,38,0,1,10,8,4,0,0,0,2,2,CLE,DET,2010
41,31,0,1,14,7,5,1,0,1,1,5,KCA,OAK,2010
32,30,1,0,7,9,2,2,0,1,0,0,MIN,CHA,2010
38,35,3,2,13,8,2,2,0,0,4,7,NYA,TBA,2010
31,36,1,2,7,10,1,1,0,1,4,1,ATL,MIL,2010
34,33,0,0,9,9,1,2,0,0,8,4,CHN,PHI,2010
30,27,0,4,4,5,1,0,0,0,3,5,CIN,COL,2010
37,28,0,0,11,4,0,1,0,0,0,2,FLO,WAS,2010
33,42,1,0,7,17,3,6,0,0,3,2,PIT,HOU,2010
36,32,1,4,10,8,0,0,0,1,2,4,SDN,ARI,2010
33,34,2,2,7,12,0,4,1,0,2,3,SFN,NYN,2010
31,27,0,0,6,5,2,2,0,0,2,5,SLN,LAN,2010
34,35,0,1,5,6,0,0,0,1,6,2,ANA,SEA,2010
41,38,1,0,15,12,4,2,0,0,2,1,BAL,TOR,2010
32,31,0,1,9,5,3,2,0,0,3,6,BOS,TEX,2010
31,33,0,1,7,10,2,2,0,1,1,6,CLE,DET,2010
