visitor_ab,home_ab,visitor_hr,home_hr,visitor_h,home_h,visitor_2b,home_2b,visitor_3b,home_3b,visitor_bb,home_bb,home,visitor,year
34,33,1,2,9,12,3,3,1,1,1,7,TEX,ANA,2011
41,32,3,0,14,5,3,0,1,0,9,3,TOR,TBA,2011
31,27,0,1,4,8,0,1,0,0,3,6,ARI,COL,2011
33,32,1,0,6,6,1,0,0,1,0,1,CIN,PHI,2011
32,36,1,1,5,13,3,4,1,0,5,2,HOU,PIT,2011
31,28,0,1,6,6,2,2,0,0,2,4,LAN,SDN,2011
34,31,1,0,8,8,1,1,0,0,1,4,NYN,FLO,2011
34,34,1,0,7,11,1,2,0,1,3,0,NYN,FLO,2011
37,30,4,0,9,2,2,1,1,0,5,1,SFN,CHN,2011
31,30,1,2,5,3,2,1,0,0,2,3,BAL,NYA,2011
30,29,0,0,4,8,0,3,0,0,2,2,CHA,MIN,2011
32,27,0,1,5,5,4,1,0,0,2,1,CLE,OAK,2011
40,36,3,0,18,10,4,1,0,1,3,3,DET,KCA,2011
33,31,1,1,9,10,2,5,0,1,0,3,SEA,ANA,2011
32,37,2,2,7,14,1,2,1,2,5,5,TOR,TBA,2011
38,38,1,2,13,14,2,1,0,1,1,3,ARI,COL,2011
38,30,4,0,12,5,4,1,0,0,2,3,ATL,WAS,2011
39,31,4,0,11,4,2,1,0,0,3,3,CIN,PHI,2011
30,37,1,1,4,13,1,1,0,0,1,5,HOU,PIT,2011
35,27,2,1,9,7,4,0,0,0,4,12,LAN,SDN,2011
33,32,0,0,6,7,0,2,0,0,4,2,MIL,SLN,2011
39,33,1,0,11,6,1,0,0,0,5,1,NYN,FLO,2011
35,36,1,0,10,9,2,1,1,0,6,1,SFN,CHN,2011
37,37,1,1,9,12,2,3,1,0,6,8,BAL,TOR,2011
33,39,1,1,9,13,1,3,0,0,4,4,BOS,NYA,2011
34,34,1,1,7,10,1,2,0,0,4,3,CHA,MIN,2011
33,32,0,2,8,10,2,2,0,0,2,2,CLE,OAK,2011
33,34,0,1,5,6,2,0,0,0,0,4,DET,KCA,2011
37,34,2,0,12,10,4,2,0,0,7,2,SEA,ANA,2011
28,30,0,1,3,7,0,2,0,0,2,5,TEX,TBA,2011
32,31,1,1,8,9,3,3,0,1,1,3,ARI,COL,2011
29,31,1,2,3,7,0,0,0,0,2,1,ATL,WAS,2011
34,30,1,0,8,6,0,1,0,0,5,1,CIN,PHI,2011
29,31,0,0,4,8,0,1,0,0,1,3,HOU,PIT,2011
31,32,0,1,6,9,1,2,0,0,6,2,LAN,SDN,2011
35,35,3,1,10,11,2,1,0,2,1,0,MIL,SLN,2011
35,32,0,0,9,9,4,4,0,0,3,3,NYN,FLO,2011
28,33,0,2,2,12,0,3,0,0,2,2,SFN,CHN,2011
46,30,4,0,20,4,6,1,0,0,3,0,BAL,TOR,2011
31,35,0,3,6,12,3,4,0,0,3,3,BOS,NYA,2011
34,35,3,1,9,9,3,2,0,0,1,5,CHA,MIN,2011
57,55,1,2,12,11,2,2,0,1,5,3,CLE,OAK,2011
33,30,2,0,9,10,2,4,0,1,3,1,DET,KCA,2011
30,31,0,0,5,6,0,2,0,0,1,2,SEA,ANA,2011
33,33,1,0,6,7,0,0,0,1,3,1,TEX,TBA,2011
33,30,1,2,7,8,2,1,0,1,4,5,ATL,WAS,2011
37,33,2,1,12,8,1,3,0,0,1,2,CIN,PHI,2011
37,37,4,3,10,11,1,2,0,0,1,3,MIL,SLN,2011
33,30,0,0,10,6,3,2,0,0,4,4,NYN,FLO,2011
36,32,0,1,11,9,2,1,0,0,4,1,PIT,LAN,2011
40,34,2,2,13,7,5,4,0,0,3,4,BAL,TOR,2011
35,33,0,1,11,6,3,1,0,0,6,6,BOS,NYA,2011
39,33,0,0,12,5,1,0,0,0,4,4,CLE,OAK,2011
44,37,2,2,17,11,4,5,0,0,3,3,DET,KCA,2011
30,28,2,0,6,4,1,1,0,0,3,8,SEA,ANA,2011
30,32,1,3,4,9,0,1,0,1,2,3,TEX,TBA,2011
33,37,0,1,10,14,1,2,0,0,6,5,ATL,LAN,2011
35,32,0,1,8,5,2,0,2,0,4,1,CHN,PIT,2011
30,35,1,1,7,9,1,2,1,1,6,2,FLO,PHI,2011
36,34,2,0,10,10,1,3,0,1,4,2,HOU,MIL,2011
33,32,0,0,7,8,1,0,1,0,4,0,SDN,COL,2011
31,30,0,2,6,7,2,2,1,1,4,6,SFN,ARI,2011
40,36,3,3,14,12,3,0,0,0,2,5,SLN,CIN,2011
36,37,3,1,9,12,1,1,0,1,2,0,WAS,NYN,2011
43,35,1,0,15,8,4,1,0,3,9,1,ANA,MIN,2011
38,28,3,0,13,2,0,0,0,0,5,0,BOS,TEX,2011
33,34,1,1,7,11,2,1,0,1,2,3,DET,CHA,2011
36,31,2,1,9,7,2,2,0,0,1,1,KCA,CLE,2011
29,30,0,1,4,4,1,0,0,0,2,5,NYA,TOR,2011
33,33,0,1,6,10,1,2,0,0,1,8,OAK,SEA,2011
31,29,0,0,5,5,1,2,0,0,3,5,TBA,BAL,2011
32,34,1,1,8,7,2,0,0,0,5,5,ATL,LAN,2011
35,35,1,0,11,10,2,2,1,0,6,4,CHN,PIT,2011
34,29,0,5,8,7,1,0,2,0,1,5,FLO,PHI,2011
42,32,2,1,13,5,4,0,1,0,1,4,HOU,MIL,2011
36,33,0,1,11,7,4,2,0,0,1,4,SDN,COL,2011
35,33,1,0,12,9,5,1,0,0,6,2,SFN,ARI,2011
35,32,1,0,10,10,2,2,0,1,1,4,SLN,CIN,2011
33,33,2,3,9,12,1,1,0,0,2,4,WAS,NYN,2011
37,36,1,3,9,14,1,2,0,0,3,7,ANA,MIN,2011
34,39,1,2,11,16,2,4,0,0,4,6,BOS,TEX,2011
37,40,3,4,11,15,1,2,0,2,1,0,DET,CHA,2011
30,33,0,1,3,8,2,2,0,0,1,1,KCA,CLE,2011
34,31,2,1,8,10,1,2,1,0,1,4,NYA,TOR,2011
31,30,0,1,3,6,0,1,0,0,0,4,OAK,SEA,2011
32,30,1,0,5,7,0,5,0,0,5,4,TBA,BAL,2011
33,37,1,0,7,11,1,1,0,0,3,1,ATL,LAN,2011
36,30,1,0,10,10,1,0,0,0,2,9,CHN,PIT,2011
48,53,0,0,10,16,2,2,0,1,7,12,FLO,PHI,2011
34,31,2,0,9,3,1,1,0,0,4,2,HOU,MIL,2011
32,30,0,0,6,6,0,1,1,1,1,5,SDN,COL,2011
32,31,1,1,7,3,0,0,1,1,2,1,SFN,ARI,2011
40,41,1,1,12,11,3,1,0,1,3,0,SLN,CIN,2011
35,33,1,0,11,7,0,4,0,0,1,7,WAS,NYN,2011
30,32,1,1,5,9,0,0,0,0,2,2,ANA,MIN,2011
39,34,2,0,15,9,1,3,3,0,7,3,BOS,TEX,2011
35,48,0,2,9,24,2,5,0,0,0,3,DET,CHA,2011
39,37,2,0,13,12,5,3,0,0,6,6,KCA,CLE,2011
35,34,1,3,8,9,1,0,0,0,2,4,NYA,TOR,2011
39,32,1,0,13,10,3,5,0,1,2,5,OAK,SEA,2011
30,33,1,2,4,8,1,1,0,0,0,6,TBA,BAL,2011
32,31,0,0,6,7,1,3,0,0,3,5,CHN,CIN,2011
35,36,2,4,13,11,3,2,0,0,7,5,COL,ARI,2011
36,35,1,1,10,15,1,5,2,0,0,3,FLO,NYN,2011
30,33,0,1,5,11,0,1,0,1,0,5,PHI,ATL,2011
30,29,0,1,5,7,1,2,1,0,4,3,PIT,HOU,2011
34,34,2,1,9,7,2,3,0,0,6,1,SDN,SFN,2011
39,29,2,0,12,4,3,3,0,0,1,2,SLN,MIL,2011
35,37,0,4,9,12,4,3,0,0,2,0,WAS,LAN,2011
37,32,1,2,11,6,2,2,0,0,0,2,ANA,SEA,2011
31,32,1,1,5,4,1,0,0,0,5,1,CLE,DET,2011
31,33,0,0,7,7,2,0,0,0,0,2,MIN,CHA,2011
41,28,0,0,13,1,2,1,0,0,3,0,MIN,CHA,2011
42,35,3,4,17,12,2,3,0,0,3,5,NYA,BAL,2011
40,28,2,1,15,4,3,1,0,0,2,8,OAK,KCA,2011
30,29,0,2,4,6,2,1,0,0,2,6,TBA,TEX,2011
39,36,0,1,7,6,4,0,0,0,4,6,TOR,BOS,2011
48,41,0,1,12,6,4,1,0,0,5,3,CHN,CIN,2011
34,34,0,1,8,12,4,1,0,2,1,2,COL,ARI,2011
48,45,0,0,16,9,5,3,0,0,8,10,FLO,NYN,2011
35,32,1,1,10,9,2,2,0,0,4,6,PHI,ATL,2011
36,32,0,1,9,5,2,1,0,0,2,1,PIT,HOU,2011
37,31,1,1,11,7,4,3,0,0,2,4,SDN,SFN,2011
37,31,0,2,10,9,2,0,0,0,3,3,SLN,MIL,2011
38,34,0,0,13,7,4,2,0,0,3,5,WAS,LAN,2011
39,32,0,0,10,4,0,1,1,0,3,2,ANA,SEA,2011
39,31,0,1,15,4,3,0,0,0,5,3,CLE,DET,2011
28,33,1,0,4,6,0,1,1,0,4,2,MIN,CHA,2011
34,30,1,3,7,5,2,0,0,0,2,2,NYA,BAL,2011
40,34,2,0,12,7,1,1,0,0,3,5,OAK,KCA,2011
36,28,2,0,12,5,5,0,0,0,4,3,TBA,TEX,2011
47,32,2,0,20,4,9,0,0,0,5,1,TOR,BOS,2011
35,30,0,1,12,9,2,2,1,0,2,1,CHN,CIN,2011
42,36,2,3,13,8,3,1,0,0,2,1,COL,ARI,2011
30,30,0,0,5,5,2,1,0,0,5,3,FLO,NYN,2011
30,30,0,1,6,6,1,0,0,0,5,3,PHI,ATL,2011
34,30,3,2,8,9,0,0,0,0,1,5,PIT,HOU,2011
30,29,1,1,7,5,0,1,0,1,3,3,SDN,SFN,2011
29,30,0,1,4,10,1,2,0,0,2,0,SLN,MIL,2011
28,30,1,0,1,6,0,2,0,0,1,1,ANA,SEA,2011
40,32,1,3,13,6,4,1,1,0,5,2,CLE,DET,2011
39,31,0,0,12,8,4,2,0,0,3,3,MIN,CHA,2011
43,41,1,0,8,9,1,4,0,0,8,4,NYA,BAL,2011
30,35,0,0,2,13,0,3,0,0,1,3,OAK,KCA,2011
42,34,3,2,12,7,0,2,0,0,3,3,TBA,TEX,2011
38,30,3,1,14,8,4,3,0,0,3,6,TOR,BOS,2011
33,29,0,2,8,6,1,0,0,0,0,6,ARI,SDN,2011
38,30,0,2,12,4,4,0,1,0,4,2,MIL,PHI,2011
38,36,1,1,11,10,3,2,0,0,3,2,NYN,ATL,2011
33,32,1,0,7,7,3,0,1,0,3,2,NYN,ATL,2011
37,32,0,1,11,5,4,3,0,0,1,6,WAS,LAN,2011
33,39,0,1,6,13,0,4,0,0,7,6,BAL,NYA,2011
31,31,0,3,7,8,1,0,0,0,2,3,CHA,CLE,2011
33,31,0,2,5,6,0,2,1,0,2,3,SEA,KCA,2011
35,33,1,3,8,11,3,5,0,0,3,3,TOR,BOS,2011
30,32,0,1,5,10,2,1,0,1,2,2,ARI,SDN,2011
33,33,0,1,8,6,2,0,0,0,3,2,COL,CIN,2011
37,29,1,0,11,6,1,1,0,0,4,4,MIL,PHI,2011
33,36,1,0,8,10,1,5,1,0,5,1,NYN,CHN,2011
48,38,3,0,22,13,2,3,1,2,1,3,PIT,FLO,2011
33,30,0,0,7,3,0,0,0,0,2,1,SFN,LAN,2011
39,35,0,0,10,13,2,0,1,0,2,6,SLN,ATL,2011
40,35,0,1,10,6,3,1,0,0,0,5,WAS,HOU,2011
29,33,1,0,3,8,0,1,0,0,3,1,ANA,NYA,2011
37,32,2,0,11,7,2,3,0,0,4,2,CHA,CLE,2011
31,31,0,3,6,9,0,1,1,1,5,2,DET,MIN,2011
37,38,1,2,10,15,0,3,2,1,0,2,SEA,KCA,2011
31,33,0,1,6,9,1,3,0,0,0,5,TBA,BOS,2011
33,39,2,1,6,15,0,4,0,0,1,2,TEX,OAK,2011
32,27,0,0,7,3,0,1,0,0,1,5,TOR,BAL,2011
34,37,1,2,10,11,3,3,0,0,5,6,ARI,SDN,2011
36,37,5,4,9,13,1,2,0,0,1,4,COL,CIN,2011
40,35,2,0,12,7,1,3,0,0,4,5,MIL,PHI,2011
38,35,0,0,9,10,4,2,0,0,1,2,NYN,CHN,2011
30,28,0,0,7,1,0,1,0,0,4,3,PIT,FLO,2011
36,32,0,0,10,5,0,1,2,0,3,3,SFN,LAN,2011
36,31,1,0,9,9,0,4,0,0,1,2,SLN,ATL,2011
41,37,0,1,16,9,3,1,0,0,1,0,WAS,HOU,2011
29,34,0,2,4,13,1,4,0,0,0,5,ANA,NYA,2011
36,36,1,1,8,10,2,5,0,0,1,11,CHA,CLE,2011
29,32,1,2,5,6,1,2,0,0,3,3,DET,MIN,2011
33,29,2,2,6,2,2,0,0,0,1,0,SEA,KCA,2011
41,39,3,1,9,11,2,1,0,1,5,4,TBA,BOS,2011
36,37,1,1,11,12,2,3,1,0,3,4,TEX,OAK,2011
35,31,0,2,12,5,3,0,0,0,1,4,TOR,BAL,2011
35,33,1,1,11,7,3,1,0,0,6,5,ARI,SDN,2011
28,30,1,1,4,7,0,0,1,0,2,5,COL,CIN,2011
34,31,2,0,6,8,0,4,0,0,2,2,MIL,PHI,2011
44,46,0,1,14,14,5,4,2,0,7,6,NYN,CHN,2011
31,32,0,0,5,6,2,0,0,0,6,2,PIT,FLO,2011
30,33,0,0,4,11,2,6,0,0,4,6,SFN,LAN,2011
32,28,1,0,6,8,0,2,0,0,1,2,SLN,ATL,2011
34,35,0,3,7,12,1,3,0,0,2,3,WAS,HOU,2011
33,34,2,2,8,10,1,0,0,0,6,3,ANA,NYA,2011
39,34,1,0,14,7,2,1,0,0,4,5,CHA,CLE,2011
31,29,0,0,4,9,1,0,0,0,3,4,DET,MIN,2011
35,32,0,0,9,6,3,1,0,0,1,1,SEA,KCA,2011
32,35,1,1,7,12,0,3,0,1,3,7,TBA,BOS,2011
33,38,1,2,6,16,0,2,0,1,1,5,TEX,OAK,2011
33,32,0,2,7,9,2,1,0,0,9,1,TOR,BAL,2011
47,46,0,0,13,14,0,3,2,1,5,5,ATL,FLO,2011
41,37,3,4,16,11,5,2,0,0,3,3,CIN,CHN,2011
33,35,0,1,6,12,2,2,0,0,3,2,HOU,PHI,2011
33,34,0,1,9,6,3,0,0,0,4,2,LAN,ARI,2011
36,29,0,0,10,3,1,1,0,0,0,4,NYN,WAS,2011
33,31,1,0,11,10,0,4,0,0,4,4,PIT,SLN,2011
35,32,0,3,11,9,0,2,0,0,2,5,SFN,SDN,2011
38,32,0,1,11,6,4,1,0,0,5,2,BAL,TBA,2011
46,33,2,2,21,8,5,2,0,0,5,4,CHA,DET,2011
35,33,2,1,8,10,1,2,1,0,1,4,OAK,ANA,2011
40,33,2,1,14,8,3,2,0,0,0,4,SEA,NYA,2011
32,34,0,2,7,11,1,2,0,0,4,3,ATL,FLO,2011
31,28,0,1,6,6,2,1,0,0,2,6,CIN,CHN,2011
32,36,2,1,5,11,1,2,0,0,4,1,HOU,PHI,2011
35,36,2,0,7,8,2,3,0,0,6,3,LAN,ARI,2011
40,33,0,2,9,6,2,2,0,0,4,6,MIL,COL,2011
37,36,0,0,11,11,2,1,0,0,2,2,NYN,WAS,2011
37,37,0,2,11,12,3,0,0,1,2,1,PIT,SLN,2011
43,48,0,0,8,15,4,2,0,0,4,2,SFN,SDN,2011
33,30,1,1,7,6,1,2,0,0,2,3,BAL,TBA,2011
38,39,2,3,10,18,3,6,0,0,3,4,BOS,TOR,2011
34,33,1,0,7,7,3,1,0,0,5,4,CHA,DET,2011
30,35,0,2,3,12,0,3,0,0,1,2,KCA,MIN,2011
35,31,2,0,9,8,2,3,0,0,5,7,OAK,ANA,2011
32,31,1,0,9,6,3,2,0,0,0,4,SEA,NYA,2011
36,36,2,4,9,14,3,2,0,0,1,4,TEX,CLE,2011
31,28,1,1,4,5,0,0,0,0,2,2,ATL,FLO,2011
32,31,0,2,7,8,1,2,0,0,1,3,CIN,CHN,2011
31,32,0,0,4,6,1,0,0,0,1,1,HOU,PHI,2011
32,28,0,0,5,6,2,0,0,0,0,5,LAN,ARI,2011
35,33,2,0,11,7,1,0,0,1,3,2,MIL,COL,2011
32,31,0,0,6,4,0,1,0,0,3,5,NYN,WAS,2011
31,32,0,0,7,8,3,5,1,0,3,0,PIT,SLN,2011
30,30,0,2,4,7,3,1,0,0,3,2,SFN,SDN,2011
29,32,0,3,3,10,1,3,0,0,4,2,BAL,TBA,2011
34,32,0,1,8,6,0,1,0,1,4,1,BOS,TOR,2011
40,36,3,0,11,9,3,3,0,0,4,5,CHA,DET,2011
34,37,0,0,8,14,1,2,1,0,8,0,KCA,MIN,2011
34,33,1,1,8,7,1,1,0,0,2,2,OAK,ANA,2011
38,37,1,1,4,9,2,3,0,0,2,5,SEA,NYA,2011
32,37,1,3,6,12,1,3,0,0,3,2,TEX,CLE,2011
40,42,2,3,9,13,1,2,0,0,6,6,CIN,CHN,2011
40,34,2,2,13,9,3,2,1,0,5,4,COL,SFN,2011
37,32,1,1,12,6,3,1,0,0,2,2,LAN,PIT,2011
39,31,0,0,14,7,4,3,0,0,5,7,NYN,WAS,2011
32,33,1,0,8,9,1,2,0,0,3,3,PHI,FLO,2011
34,35,1,1,5,8,1,2,0,0,0,1,PHI,FLO,2011
35,33,3,0,9,6,1,0,0,0,6,5,BOS,TBA,2011
32,39,0,2,9,16,2,3,0,1,4,4,KCA,CHA,2011
32,32,1,3,5,9,1,1,0,0,2,4,OAK,DET,2011
35,31,0,2,10,9,4,1,0,0,3,5,TEX,CLE,2011
46,32,2,1,20,6,2,0,0,1,4,3,ATL,NYN,2011
43,40,2,1,8,9,1,1,0,1,0,9,CHN,HOU,2011
33,34,5,0,7,9,1,1,0,0,5,0,CIN,MIL,2011
40,36,3,0,13,9,3,1,0,1,3,1,COL,SFN,2011
33,33,1,1,6,10,1,2,0,0,3,3,LAN,PIT,2011
43,40,1,0,14,7,2,3,0,0,7,3,PHI,SLN,2011
31,27,0,0,5,5,2,1,0,0,0,4,SDN,ARI,2011
34,30,0,0,10,5,2,0,0,0,5,0,WAS,FLO,2011
35,32,1,2,9,10,2,2,0,0,3,3,BAL,ANA,2011
34,31,1,1,8,9,0,2,0,0,4,3,BOS,TBA,2011
37,36,1,1,12,12,0,1,0,0,4,3,KCA,CHA,2011
35,35,2,0,10,9,1,3,0,1,4,3,MIN,CLE,2011
33,31,1,1,9,4,1,1,2,0,4,0,OAK,DET,2011
30,30,0,1,4,6,0,0,0,0,0,2,SEA,TEX,2011
31,37,1,0,5,13,2,3,0,0,2,7,TOR,NYA,2011
30,25,0,0,4,3,0,1,0,0,2,6,ATL,NYN,2011
37,29,0,1,9,5,2,1,0,0,4,6,CHN,HOU,2011
37,29,2,1,11,2,2,0,0,0,4,3,CIN,MIL,2011
37,36,0,0,9,10,2,2,2,0,2,8,COL,SFN,2011
34,35,0,2,7,12,2,2,0,0,3,5,LAN,PIT,2011
37,34,0,2,10,10,1,1,0,0,0,7,PHI,SLN,2011
29,30,1,2,5,8,2,0,0,0,5,0,SDN,ARI,2011
46,42,1,1,10,6,2,1,0,0,0,3,WAS,FLO,2011
29,30,0,2,4,7,0,2,1,0,4,4,BAL,ANA,2011
30,30,1,0,6,7,1,1,0,0,4,4,BOS,TBA,2011
32,39,1,2,6,18,1,2,0,2,3,3,KCA,CHA,2011
41,36,1,1,14,10,2,1,2,0,4,3,MIN,CLE,2011
34,33,0,0,11,12,1,0,0,0,2,4,OAK,DET,2011
39,35,3,1,14,8,3,2,0,0,4,1,SEA,TEX,2011
35,32,2,0,11,7,2,3,1,0,2,2,TOR,NYA,2011
33,37,1,1,8,12,1,2,0,0,8,9,ATL,NYN,2011
36,32,0,0,8,7,1,2,0,0,3,1,CHN,HOU,2011
39,29,3,0,12,2,2,0,0,0,1,3,CIN,MIL,2011
41,32,6,0,13,6,2,2,1,0,4,6,COL,SFN,2011
34,45,0,2,7,23,1,3,0,1,3,7,LAN,PIT,2011
34,33,3,0,8,8,2,0,0,0,1,2,PHI,SLN,2011
35,33,2,0,12,7,1,1,0,0,5,2,SDN,ARI,2011
33,29,2,0,6,5,0,4,0,0,0,1,WAS,FLO,2011
39,31,3,1,15,6,6,0,0,1,2,3,BAL,ANA,2011
34,35,0,1,7,8,2,4,0,0,4,3,BOS,TBA,2011
40,43,3,0,15,15,2,3,0,1,4,1,KCA,CHA,2011
37,37,1,0,8,10,1,1,0,0,4,3,MIN,CLE,2011
32,28,1,0,5,3,2,0,0,0,4,3,OAK,DET,2011
38,33,1,0,12,6,3,1,0,0,2,2,SEA,TEX,2011
30,27,0,2,5,7,1,1,0,0,1,6,TOR,NYA,2011
29,29,0,1,2,5,0,1,1,0,1,1,ARI,PIT,2011
31,28,2,2,6,7,1,0,0,0,4,4,CHN,MIL,2011
34,29,1,1,9,4,0,1,0,0,4,4,CIN,HOU,2011
36,28,2,1,11,1,0,0,2,0,2,3,COL,SDN,2011
34,35,2,4,6,10,1,3,0,0,3,2,FLO,ATL,2011
33,37,1,0,7,10,4,2,0,1,4,2,PHI,SLN,2011
36,36,3,1,8,12,2,3,0,2,3,1,BOS,BAL,2011
37,43,0,3,13,20,2,3,1,0,4,8,BOS,BAL,2011
32,30,2,2,11,11,2,2,0,0,5,1,CLE,SEA,2011
38,36,2,1,12,15,1,2,0,1,2,6,NYA,MIN,2011
35,35,2,0,7,9,1,1,0,0,0,4,TOR,ANA,2011
40,37,2,0,14,10,6,2,0,0,4,3,ARI,PIT,2011
33,33,0,1,7,6,2,2,0,0,4,0,CHN,MIL,2011
37,36,2,2,10,14,1,0,0,0,2,5,CIN,HOU,2011
34,33,0,0,6,7,2,1,0,1,2,1,COL,SDN,2011
37,31,2,0,11,5,2,0,0,0,5,2,FLO,ATL,2011
31,30,1,1,6,8,1,1,0,0,2,3,LAN,SFN,2011
39,39,1,1,10,10,1,1,0,0,2,4,PHI,WAS,2011
39,28,1,0,11,3,2,0,0,0,1,1,PHI,WAS,2011
36,39,0,0,10,16,2,4,0,1,9,2,SLN,NYN,2011
39,35,0,1,14,10,2,4,0,0,3,3,BOS,BAL,2011
32,31,0,3,7,7,2,1,0,0,2,0,CLE,CHA,2011
32,31,0,0,10,9,5,1,0,0,3,6,CLE,CHA,2011
34,37,0,3,9,16,2,1,0,0,3,5,KCA,DET,2011
40,38,1,0,13,12,5,3,1,0,2,2,MIN,SEA,2011
30,38,0,0,6,14,1,4,0,0,4,8,NYA,TBA,2011
40,29,1,2,14,3,3,0,0,0,4,3,OAK,TEX,2011
37,38,2,0,15,11,6,2,0,0,3,4,TOR,ANA,2011
38,32,2,1,11,11,4,2,0,0,1,3,ARI,PIT,2011
33,34,0,1,6,13,1,5,0,0,1,3,CHN,MIL,2011
31,28,0,1,6,5,2,0,0,0,0,4,CIN,HOU,2011
33,31,0,0,9,6,1,1,0,0,3,1,COL,SDN,2011
29,30,0,2,2,8,1,3,0,0,3,2,FLO,ATL,2011
34,38,0,1,12,13,3,0,0,0,6,2,LAN,SFN,2011
35,36,2,1,10,10,2,0,0,0,4,2,PHI,WAS,2011
33,33,1,1,7,9,2,2,0,1,0,2,SLN,NYN,2011
36,35,2,0,10,9,1,2,0,1,1,1,BOS,BAL,2011
35,32,3,1,9,8,3,2,0,0,3,3,CLE,CHA,2011
39,34,1,0,13,9,3,3,0,0,2,1,KCA,DET,2011
35,40,0,0,8,14,3,3,0,0,0,3,MIN,SEA,2011
35,30,1,1,9,7,2,2,0,0,2,2,NYA,TBA,2011
33,27,2,1,8,4,0,2,0,0,2,6,NYA,TBA,2011
36,30,2,0,11,5,0,1,0,0,0,4,OAK,TEX,2011
41,32,2,1,14,6,3,2,1,0,2,2,TOR,ANA,2011
38,32,2,0,13,10,3,4,0,0,3,3,HOU,COL,2011
33,35,2,2,6,13,0,3,0,0,2,5,LAN,SFN,2011
33,31,1,0,7,4,4,1,0,0,2,3,PHI,WAS,2011
34,38,0,2,7,12,2,5,0,0,8,3,SLN,NYN,2011
31,35,0,3,4,12,0,2,0,0,5,4,CLE,CHA,2011
35,31,2,1,10,8,0,2,0,0,1,4,DET,BAL,2011
35,31,0,0,13,8,1,2,0,0,3,3,MIN,SEA,2011
43,42,3,1,17,14,1,1,1,0,8,4,NYA,TBA,2011
34,29,0,1,10,6,2,3,0,0,1,2,OAK,TEX,2011
44,41,1,2,8,9,0,3,1,0,1,8,TOR,ANA,2011
34,28,1,0,11,6,0,3,0,2,0,3,ARI,SFN,2011
35,39,1,1,7,14,1,4,0,1,1,4,HOU,COL,2011
34,30,0,2,7,8,4,3,0,0,0,1,MIL,FLO,2011
38,32,0,1,11,8,2,2,0,1,3,2,PIT,CIN,2011
29,30,1,0,4,4,1,2,0,0,0,3,SDN,LAN,2011
34,30,1,0,9,8,1,2,1,0,3,7,SLN,CHN,2011
38,38,0,1,11,12,2,2,0,0,2,0,WAS,ATL,2011
32,30,2,1,6,3,1,0,0,0,0,3,ANA,OAK,2011
41,29,4,1,18,2,5,0,0,0,1,1,CHA,KCA,2011
35,33,1,2,9,11,3,3,0,0,6,1,CLE,MIN,2011
39,37,0,1,11,9,2,1,0,0,2,3,DET,BAL,2011
34,28,1,0,6,3,0,0,0,0,2,6,TBA,TOR,2011
29,30,0,3,4,9,0,1,0,0,3,4,TEX,SEA,2011
34,36,0,0,9,15,4,5,0,1,2,13,ARI,SFN,2011
38,43,0,1,5,6,1,0,0,0,9,5,HOU,COL,2011
36,33,2,1,11,12,1,6,0,1,7,4,MIL,FLO,2011
29,28,0,1,5,6,1,1,0,0,3,3,NYN,PHI,2011
34,30,0,0,10,6,3,2,0,0,3,2,NYN,PHI,2011
34,30,0,0,8,11,6,3,0,1,6,5,PIT,CIN,2011
30,26,0,0,4,5,1,1,0,0,0,4,SDN,LAN,2011
33,30,0,0,6,5,0,0,0,0,0,5,SLN,CHN,2011
31,28,1,0,6,6,0,0,0,0,2,4,WAS,ATL,2011
35,29,0,1,8,6,1,0,0,0,3,0,ANA,OAK,2011
32,30,0,2,6,7,1,0,0,1,1,5,CHA,KCA,2011
36,31,0,0,9,9,3,2,0,0,0,3,CLE,MIN,2011
34,34,0,0,11,11,4,3,1,0,4,4,CLE,MIN,2011
36,35,2,1,10,10,0,1,0,0,1,2,DET,BAL,2011
36,33,0,2,9,9,1,1,0,0,1,2,NYA,BOS,2011
31,29,1,2,6,6,1,1,0,0,3,2,TBA,TOR,2011
30,37,0,0,5,14,1,2,0,0,1,1,TEX,SEA,2011
34,31,2,0,7,9,1,5,0,0,1,3,ARI,SFN,2011
48,34,4,0,25,7,1,0,1,0,5,1,HOU,COL,2011
34,38,2,1,9,15,4,1,0,0,6,3,MIL,FLO,2011
43,37,1,1,19,11,2,3,1,1,4,4,NYN,PHI,2011
37,29,0,0,11,4,4,1,0,1,4,4,PIT,CIN,2011
33,30,1,1,6,5,2,1,0,1,6,2,SDN,LAN,2011
32,26,0,2,5,6,1,0,0,0,3,3,SLN,CHN,2011
29,33,0,2,4,9,0,3,0,0,2,2,WAS,ATL,2011
35,34,1,2,10,9,1,1,0,1,2,4,ANA,OAK,2011
28,31,0,0,3,6,1,1,0,0,2,3,CHA,KCA,2011
38,35,2,1,11,9,2,0,1,0,1,5,CLE,MIN,2011
31,34,1,4,7,11,2,0,0,0,6,4,DET,BAL,2011
30,29,2,1,6,8,1,1,0,0,2,7,NYA,BOS,2011
52,45,1,0,15,6,2,2,1,0,2,8,NYA,BOS,2011
30,32,1,4,3,8,1,0,1,0,2,2,TBA,TOR,2011
37,37,4,4,10,13,1,0,0,0,2,3,TEX,SEA,2011
30,32,1,0,6,5,2,0,0,0,1,5,ARI,LAN,2011
36,33,1,1,10,7,1,5,1,0,1,1,ATL,PHI,2011
36,35,1,1,10,10,1,1,0,1,6,2,FLO,WAS,2011
