personid,female,adult,age,height_cm,weight_kg
18291504,1,1,35,,
18291505,1,0,15,159.7,45.2
18291506,1,0,13,149.4,45.2
18291507,0,0,12,155.5,38.3
18291508,0,0,11,147,32.4
18291509,1,0,9,130.7,23.7
18291510,0,1,30,164.3,74.7
18291511,1,1,25,148.3,51.5
18291512,1,0,10,138.9,34.5
18291513,1,0,8,117.5,19.9
18291514,1,0,6,100.5,15.3
18291515,0,0,4,94.4,15.1
18291701,0,1,40,173.6,67.3
18291702,1,1,38,146.5,42.5
18291703,0,1,22,,
18291704,1,1,20,152.7,36.5
18291705,0,0,5,105.9,16.1
18291706,0,0,2.333333,85.9,10.8
18291707,0,0,16,172.3,55.6
18291708,1,0,14,,
18291709,1,0,12,147,37.9
19010101,1,1,50,153.8,55.2
19010201,0,1,68,169.2,46.3
19010202,1,1,64,153.5,61.8
19010301,0,1,37,171,60
19010302,1,1,34,154.8,48.8
19010303,1,0,7,119.5,19.8
19010304,0,0,1.75,,
19010305,0,1,72,163.7,45
19010401,0,1,42,171.8,73.4
19010402,1,1,38,144,35.1
19010403,0,0,15,150.2,33
19010404,0,0,10,131.5,23.6
19010405,1,0,4,100.5,12.1
19010501,0,1,50,159,57.2
19010502,1,1,45,161,36.8
19010503,1,1,90,,
19010504,0,1,26,,
19010505,1,1,22,138.5,50.8
19010506,0,0,14,152.2,34.9
19010507,0,0,13,141.5,27.5
19010508,1,0,10,131.5,24.1
19010509,1,0,4,100,13.7
19010601,0,1,19,172.3,68.6
19010602,0,1,50,163.5,68.5
19010603,1,1,45,150.7,41.3
19010607,1,1,21,154.5,58.2
19010701,0,1,68,173.7,61.8
19010702,1,1,50,141.6,47.5
19010703,0,1,18,177.1,61.3
19010706,1,0,15,150.1,44.1
19010801,0,1,48,163.8,72.9
19010802,1,1,72,150.7,38.9
19010901,0,1,56,159.6,56.2
19010902,1,1,54,150.5,42.4
19010903,0,1,28,158.3,47
19010904,1,1,25,144.5,39.1
19010905,0,0,1,91.8,12.2
19010906,0,0,1.5,,9.2
19010907,0,1,36,158,40.8
19010908,1,1,33,150.6,46.6
19010909,0,0,12,145.8,28
19010910,1,0,9,126.3,20.7
19010911,1,0,6,114.7,15.5
19011001,1,1,75,139,33.7
19011002,0,1,35,165.1,59.3
19011003,1,1,31,144.4,34.1
19011004,0,0,10,143.7,26.6
19011005,1,0,8,129.3,27.3
19011006,1,0,6,113,18.6
19011007,1,0,3,88.5,11.8
19011101,0,1,73,162.7,57.2
19011102,0,1,52,161,42.3
19011103,1,1,35,157,47.9
19011104,1,0,8,130.3,22.8
19011105,1,0,6,112.4,17.1
19011106,0,1,42,161.3,40.1
19011107,1,1,35,146.3,44.8
19011108,1,0,11,141.5,30.7
19011201,0,1,25,169.1,48.8
19011202,1,1,22,,
19011203,1,0,.1538462,,
19011204,1,1,55,158.5,59.5
19011301,0,0,17,159.8,42.4
19011303,1,1,36,150.9,46.1
19011304,0,0,12,154.5,33.6
19011305,1,0,10,138.8,24.6
19011306,0,0,5,106.6,14.7
19011401,0,1,30,159.1,47.6
19011402,1,1,27,159.3,51.1
19011403,0,0,5,110,15.9
19011404,0,0,1.5,,9.7
19011501,1,1,60,149.1,37
19011502,1,1,30,135.2,39.7
19011503,0,1,33,154,42.4
19011504,1,0,10,122.5,22.4
19011505,1,0,5,103.1,14.8
19020101,0,1,62,167.5,41.3
19020102,1,1,58,148.3,35.3
19020103,0,1,31,162.6,48.9
19020104,0,1,19,161.3,47.5
19020105,1,0,16,155.3,42.2
19020106,1,1,25,,
19020107,1,0,2.583333,,
19020108,0,0,.6923077,,
19020201,0,1,48,162.2,63.8
19020202,1,1,45,153.2,48.6
19020203,0,1,28,,
19020204,1,1,21,144.5,37.1
19020205,1,0,.6153846,,
19020206,0,1,24,,
19020207,1,1,21,,
19020208,0,1,20,,
19020209,0,0,15,170.1,46.1
19020210,0,0,12,153.2,35.9
19020211,0,0,6,107.9,15.3
19020212,1,0,10,142.4,29.1
19020301,0,1,55,155.7,59.6
19020302,1,1,50,147.3,56.2
19020303,0,1,30,165.2,59.9
19020304,1,1,25,153.2,49.4
19020305,1,0,6,116.1,19.3
19020306,1,0,5,104.2,15
19020307,1,0,4,92.2,12.2
19020308,0,0,2,82,9.1
19020309,0,0,1,,
19020401,0,1,55,162.8,46.6
19020402,1,1,52,152.8,39.4
19020403,0,1,28,,
19020404,1,1,18,,
19020405,0,1,20,168.2,52.2
19020601,0,1,40,167.5,79.4
19020602,1,1,35,152.3,55.2
19020604,0,0,14,142.7,32.1
19020605,1,0,11,142.3,35.3
19020606,0,0,11,139.1,31.3
19020607,0,1,80,159.9,59.8
19020701,1,1,32,150.9,56.8
19020702,1,0,12,146,34.8
19020703,0,0,11,135.4,27.8
19020704,1,0,9,118.8,21.8
19020705,0,0,8,119.7,20.5
19020801,0,1,60,162.5,45.7
19020802,0,1,25,,
19020803,0,0,15,,
19020804,1,1,28,139.5,37.4
19020805,1,1,24,148.3,44
19020806,0,0,5,102.5,15.4
19020807,1,0,4,86.6,10.7
19020808,1,0,1.5,,
19020809,1,1,45,147.1,50.7
19020810,0,1,27,161.1,56
19020901,0,1,40,176.4,62.3
19020902,1,1,35,137.2,34.4
19020903,0,0,3,85.5,10.1
19020904,0,0,5,114.5,18.8
19020905,0,0,13,153.5,38.4
19020906,1,0,14,146,32.9
19021001,0,1,55,167.5,54.5
19021002,1,1,50,145,57.6
19021003,0,1,30,165.9,65.7
19021004,0,1,28,,
19021005,0,1,27,164,64.8
19021006,0,1,22,162,51.3
19021007,0,0,14,161.4,48.7
19021008,1,0,13,153.4,46.6
19021009,1,1,29,154,53.8
19021010,1,1,26,150.4,55
19021011,1,1,25,151.8,52.2
19021012,0,0,10,136,27.4
19021013,0,0,6,114.4,17.3
19021014,1,0,4,95.3,12.3
19021015,1,0,5,109.7,16.8
19021016,1,0,3,92.1,11.4
19021017,1,0,1.5,,
19021101,0,1,45,151.5,45.6
19021102,1,1,40,149.9,38.9
19021103,0,1,22,157.5,42.7
19021104,1,1,19,147.6,37.6
19021105,0,0,16,,
19021106,0,0,14,147.2,38.9
19021107,0,0,12,134.3,28.8
19021201,0,1,60,150.5,37.2
19021202,0,1,24,158.8,53.8
19021203,0,1,25,,
19021204,1,1,55,143.7,33.8
19021205,1,1,22,147.6,47.4
19021206,1,1,23,156.5,53.7
19021207,1,0,3,86.3,10.6
19021301,0,1,56,159.7,53.8
19021302,1,1,52,139.9,49.7
19021303,0,1,35,162.2,58
19021304,0,1,25,166.7,55.8
19021305,1,1,32,145.9,43.8
19021306,1,1,23,154.1,42.2
19021307,0,0,6,112.6,17.6
19021308,0,0,5,105.2,15
19021309,1,0,8,122.3,20.4
19021310,0,0,.1730769,,
19021401,0,1,70,158.4,43.4
19021402,1,1,65,147.9,39.3
19021501,0,1,60,156.9,49.8
19021502,1,1,55,141.6,36.6
19021503,0,1,30,,
19021504,0,0,16,154.1,43
19021505,1,1,28,146.1,36.4
19021506,0,0,.6153846,,
19021507,0,0,3,97.1,12.1
19021601,0,1,60,152.6,42.7
19021602,1,1,58,142.7,53.9
19021603,0,1,19,151.5,46.4
19021604,1,1,20,142.3,39.7
19021605,0,1,30,151.2,53.8
19021606,1,1,28,155,60.5
19021607,1,0,6,106.2,18.1
19021608,1,0,3,77.2,11.9
19021609,1,0,1.25,,
19021610,0,0,4,96.1,16.1
19030101,0,1,55,169.5,66.9
19030102,1,1,50,153.6,46.1
19030103,0,1,25,172.1,56
19030104,1,1,20,150.4,40
19030105,1,0,17,150.5,42.9
19030106,1,1,85,,
19030201,0,1,70,158.8,51.3
19030202,1,1,65,152,37.5
19030203,0,1,35,160.9,60.4
19030204,1,1,32,158.7,57.3
19030205,1,0,12,128.6,23.3
19030206,1,0,10,127.6,23.5
19030207,1,0,8,117.3,18.8
19030208,1,0,6,103.2,14
19030209,0,0,4,98,13.6
19030210,0,0,2,82,9.3
19030211,1,0,17,148.2,48.5
19030212,1,0,14,153.6,38
19030301,0,1,46,173.4,70.3
19030302,1,1,44,153.2,48.2
19030303,1,1,22,159.7,41.7
19030305,1,0,16,,
19030306,1,0,14,159.6,42.4
19030308,0,0,10,148,33.6
19030309,1,1,55,155,50
19030310,1,1,24,159.7,54.1
19030311,1,1,20,,
19030312,1,1,18,,
19030313,0,0,17,171.8,55.3
19030314,0,1,44,175,73.9
19030315,1,1,42,163.9,55.6
19030316,0,1,23,173.2,55.6
19030317,0,1,21,184.4,61.5
19030501,0,1,52,170.9,56.4
19030502,1,1,50,147.4,34.3
19030503,0,1,23,161.6,60.4
19030504,1,1,21,144,37.9
19030505,0,1,21,,
19030506,1,1,18,,
19030601,0,1,29,164.5,71.7
19030602,1,1,27,147.6,39.2
19030603,1,0,3,84.3,11
19030604,0,0,1.833333,,
19030801,0,1,59,170,86.7
19030802,1,1,42,149,60.2
19030803,1,1,19,148.8,51.1
19030804,1,0,15,147.6,39.1
19030805,1,0,13,152.8,51
19030901,0,1,40,159.4,51.6
19030902,1,1,38,157.6,61
19030903,1,0,16,156.2,39.4
19030904,0,0,14,163.2,46.8
19030905,0,0,12,153.3,39
19030906,0,0,10,140.7,26
19030907,0,1,76,161.1,42.6
19031001,0,1,36,152.7,46.3
19031002,1,1,32,151.3,46.6
19031003,0,0,13,127.6,22.7
19031004,0,0,10,125.9,20.7
19031005,0,0,8,116.3,19.4
19031006,1,0,6,99.9,13.1
19031007,0,0,5,96.2,13.1
19031008,0,1,22,153.9,35.7
19031101,0,1,42,170.5,50.3
19031102,1,1,39,149.7,37.6
19031104,0,0,10,131.2,23.9
19031105,1,0,17,150,39
19031106,1,0,12,151.9,38.7
19031201,1,1,60,143.5,41.7
19031202,1,1,25,,
19031203,1,0,.75,,
19031301,0,1,46,163.2,51.9
19031302,1,1,40,154.1,49.8
19031303,0,1,19,168,46.2
19031304,1,1,32,147.5,46.2
19031305,0,0,8,130.4,25.2
19031306,1,0,5,114.3,18.7
19031307,0,1,32,156,46.9
19031308,1,1,28,142.6,43.4
19031309,1,0,7,117.3,19.9
19031310,0,0,5,118.5,20.7
19031311,1,0,4,101.5,14.7
19031501,0,1,36,158.4,37.8
19031502,1,1,34,146.4,47.8
19031503,1,0,8,123.9,21.5
19031504,0,0,6,122.6,22
19031505,1,0,4,105.6,14
19031506,0,0,2.5,101.9,14
19031507,0,1,80,158.9,46.6
19031701,0,1,51,,
19031702,1,1,50,144.3,42.5
19031704,1,1,22,,
19031705,0,0,15,152.6,40.7
19031801,0,1,40,163.6,58.4
19031802,1,1,38,148.5,52
19031803,1,0,15,156.9,40
19031804,1,0,13,149,39.3
19031805,1,0,11,129,23.5
19031806,0,0,10,136.2,26.1
19031807,1,0,8,123,20.5
19031808,1,0,6,111.8,16.2
19031809,1,0,4,91.4,13.1
19031901,0,1,50,152.8,39.7
19031902,1,1,45,153.2,50.3
19031903,0,1,24,156.4,46.4
19031904,1,1,23,149.2,44.6
19031905,0,0,7,119.2,20
19031906,1,0,5,102.2,13.9
19031907,0,0,4,85,10.6
19031908,1,0,2,74,
19031909,0,1,20,163,47.3
19040101,0,1,62,155,41.8
19040102,1,1,58,146.3,43.9
19040103,1,1,25,145.4,54
19040104,1,0,8,102.1,13.7
19040105,1,0,4,92.7,11.7
19040106,1,0,2.5,82.1,9.9
19040201,0,1,45,,
19040202,1,1,42,,
19040203,0,0,15,,
19040204,0,0,12,131,23.3
19040205,1,1,65,149,50
19040301,0,1,37,165.2,51.5
19040302,1,1,30,152.4,53.6
19040303,1,0,9,123.8,22.4
19040304,0,0,6,109.5,14.7
19040305,0,0,4,95.1,12.6
19040306,0,1,48,169.1,68.4
19040307,1,1,46,150.1,49.4
19040308,1,0,6,112.4,15.7
19040309,1,1,62,149.3,43
19040401,0,1,40,163.6,49.2
19040402,1,1,38,144.9,35.2
19040403,0,0,15,167.9,41.7
19040404,1,0,12,147.1,34.9
19040405,0,0,10,130.2,23
19040501,0,1,55,163.5,69.9
19040502,1,1,52,148.3,41.7
19040503,0,1,30,,
19040504,1,1,28,149.6,44.2
19040505,1,0,7,109.6,16.4
19040506,1,0,4,,
19040507,0,0,3,,
19040508,1,0,.5,,
19040509,0,1,26,160.1,52
19040510,1,1,24,144.3,36.8
19040511,0,0,.1538462,,
19040512,0,1,25,163.2,63
19040513,1,1,23,143.8,37
19040514,0,0,2,83.3,10.4
19040515,1,0,.3076923,,
19040516,0,1,19,159.1,45
19040517,0,0,17,154.8,50
19040518,0,0,10,131.1,25.4
19040519,1,0,11,139.9,28.7
19040701,0,1,54,160.1,48.8
19040702,0,1,35,160.4,61.2
19040703,1,1,30,,
19040704,0,0,14,162,52.7
19040705,0,0,13,158.4,37.4
19040706,0,0,10,136,26.7
19040707,0,0,9,130.8,23.6
19040708,1,0,7,112.9,17.3
19040709,1,1,24,,
19040710,0,0,.6153846,,
19040711,0,1,27,161.5,55.5
19040712,1,1,22,,
19040713,0,0,2,69.9,7.2
19040714,0,0,5,91.6,11.4
19040901,0,1,60,164.2,59.8
19040902,1,1,55,157.6,56.6
19040903,1,1,24,159.6,2.4
19040904,1,1,22,,
19040905,1,1,20,159.5,52.9
19040906,0,1,18,,
19041001,1,1,46,140.4,26.1
19041002,0,0,16,162.1,47
19041003,1,0,15,150,38
19041004,1,0,12,149,29.3
19041005,1,0,10,138.2,26.4
19041101,0,1,50,161.5,38.2
19041102,1,1,48,147,49
19041103,1,1,28,149.2,39.4
19041104,1,0,2,81.3,9.8
19041105,1,0,15,142.5,37.7
19041106,0,0,7,119.7,22.4
19041201,0,1,50,160.1,51.5
19041202,1,1,45,,
19041203,0,1,22,,
19041204,1,1,20,,
19041205,0,0,14,,
19041401,0,1,47,167.7,60.9
19041402,1,1,45,148.7,63.7
19041403,1,1,18,162,45.2
19041404,1,1,85,,40.9
19041501,0,1,37,167.5,50.9
19041502,1,1,26,139.3,42.8
19041503,0,0,.0576923,,
19041504,0,1,24,167.8,56
19041505,0,0,17,159.1,46.6
19041506,1,0,14,156.8,37.2
19041507,1,1,55,148,53.1
19041601,0,1,63,,
19041602,1,1,60,,
19041603,0,1,35,,
19041604,1,1,32,,
19041605,0,0,10,,
19041606,0,0,5,,
19041607,0,1,30,,
19041608,1,1,24,,
19041609,1,0,3,,
19041610,1,0,1.5,,
19041611,1,1,19,,
19041612,0,0,3,,
19041701,0,1,43,163.7,43.3
19041702,1,1,39,152.9,42.8
19041703,0,0,14,165,47.4
19041705,0,0,1.5,,9.5
19041706,0,1,32,170.1,67
19041707,1,1,30,149.7,47.9
19041708,0,0,10,133.9,23.5
19041709,0,0,2.833333,89.6,12.8
19041711,1,0,6,120.3,20.9
19041712,1,0,4,99,13.1
19041713,1,0,4,,
19041714,0,1,30,160.6,46.7
19041715,1,1,28,,
19041717,1,0,5,113.5,18.3
19041718,1,0,1,,
19041901,0,1,45,160.4,54
19041902,1,1,40,151.3,58.8
19041903,0,0,15,159,47.4
19041904,1,0,13,149,41.6
19041905,0,0,4,94,14.4
19041906,0,0,1.083333,,
19050101,1,1,65,145.3,44.5
19050103,1,0,1.833333,151.5,39.5
19050104,1,0,1.166667,,
19050201,0,1,40,169.3,37.7
19050202,1,1,38,154.3,40.7
19050203,1,0,16,,
19050204,0,0,12,133.4,24.9
19050205,0,0,8,114.7,17.1
19050301,0,1,35,,
19050302,1,1,32,,
19050303,0,0,10,129.9,25.2
19050304,0,0,5,,
19050306,0,1,55,,
19050308,0,1,20,,
19050309,0,1,50,,
19050310,1,1,30,,
19050311,0,1,18,,
19050312,0,0,4,103.2,14.9
19050313,1,0,10,,
19050314,0,1,45,,
19050315,1,1,40,,
19050316,0,1,20,156.9,42.7
19050317,0,1,18,,
19050318,0,0,16,,
19050319,1,0,13,,
19050320,0,1,42,,
19050321,1,1,36,,
19050322,1,0,13,,
19050324,1,0,10,,
19050325,0,1,28,159,46.2
19050326,1,1,24,,
19050327,1,0,1.5,,
19050401,0,1,30,161.9,64.7
19050402,1,1,25,139.6,36.6
19050403,1,1,55,150.8,44.2
19050404,1,0,15,152.6,53.2
19050501,0,1,50,,
19050502,1,1,39,,
19050503,0,1,22,,
19050504,1,1,20,,
19050505,0,0,15,,
19050507,0,0,14,,
19050508,0,0,8,,
19050509,1,0,7,,
19050510,0,0,6,,
19050601,0,1,70,161.4,43.6
19050602,1,1,65,145.3,36.6
19050604,1,1,32,153.3,45.4
19050605,0,0,13,158.1,42.5
19050606,0,0,12,158.4,40.6
19050607,0,0,7,120.1,18.6
19050701,1,1,85,,34.6
19050702,0,1,25,160.1,49.8
19050703,1,1,22,138.4,33.6
19050704,0,0,7,,
19050705,0,0,4,97.8,13.2
19050706,1,0,1.916667,,
19050801,1,1,30,148.2,43.2
19050802,0,0,6,110,16.2
19050803,0,0,5,97.5,12.7
19050804,1,0,13,137.5,24.2
19050805,0,1,45,166.1,50.1
19050806,1,1,40,142.2,42.3
19050807,0,0,15,157.8,40.9
19050808,1,0,8,113.9,17.2
19050810,1,1,30,149.8,49.8
19050811,0,0,10,134.2,25.1
19050812,0,0,5,104.9,14.6
19050901,0,1,30,169.4,49.4
19050902,1,1,25,147.4,46
19050904,1,0,5,111.4,16.5
19050905,1,0,3,99.5,14.7
19051001,0,1,55,161.5,60
19051002,0,1,26,159.9,47.6
19051003,1,1,19,150.4,57
19051101,0,1,70,168.6,51.9
19051102,1,1,65,137.4,31.7
19051103,0,1,45,159.6,54.7
19051104,1,1,40,,
19051105,1,1,21,,
19051106,1,0,17,,
19051107,1,1,18,,
19051108,1,0,16,,
19051109,0,0,14,152.6,41.5
19051110,1,0,8,,
19051111,1,0,7,,
19051301,0,1,26,154.3,54.2
19051302,1,1,22,153.2,41.6
19051303,1,0,5,122.8,21.2
19051304,0,0,4,109.2,16.8
19051306,1,1,65,139.1,46.1
19051401,0,1,60,162.4,54.5
19051402,1,1,55,147.8,36
19051403,1,1,30,149.8,42.7
19051404,0,0,12,134.2,26.1
19051405,0,0,8,129.1,22.4
19051406,0,0,5,115.2,18.3
19051501,0,1,35,166.1,64.8
19051502,1,1,30,146.9,44.3
19051601,0,1,73,,
19051602,1,1,60,146.6,31.3
19060101,0,1,35,151,41.8
19060102,1,1,32,149.6,42.2
19060103,0,0,7,120.9,19.2
19060104,0,0,3,89.8,11.4
19060105,1,0,.5,,
19060201,0,1,70,162.8,65.6
19060202,1,1,65,150,62.3
19060203,0,1,35,168.8,81
19060204,1,1,27,164,72.2
19060206,1,0,9,128.3,24.9
19060207,1,0,8,123.7,19.4
19060209,0,0,4,109.8,18.1
19060210,1,1,19,148,38.1
19060301,0,1,35,168.9,58.4
19060302,1,1,30,153,49.9
19060303,0,0,8,137.3,29.7
19060304,1,0,4,96.7,13.7
19060401,0,1,61,169.1,48.7
19060402,1,1,50,147.5,37.7
19060501,0,1,40,167.8,67.8
19060502,1,1,32,151.4,50.9
19060503,0,0,10,146.6,32.5
19060504,0,0,8,131.5,23.8
19060505,1,0,5,105,15.6
19060506,0,1,60,155.8,53.4
19060507,1,1,55,137.4,32.4
19060601,0,1,22,162.7,38
19060602,0,1,49,157.2,42.2
19060603,1,1,45,145.4,48.6
19060605,0,0,17,161.1,40.1
19060802,1,1,47,143.5,39.6
19060803,0,1,32,159.5,55.2
19060804,1,1,30,144.7,68
19060805,1,0,5,109.6,18.4
19060806,0,1,30,,
19060807,1,1,28,,
19060808,0,0,10,,
19060809,0,0,5,,
19060810,0,1,22,163.3,66.9
19060811,1,1,19,,
19060813,1,1,42,,
19060815,1,1,25,153.3,46.4
19060816,1,0,.6153846,,
19060817,1,0,17,155.1,45.6
19060818,0,0,14,171,56.9
19060819,1,0,10,144.4,36.7
19060901,0,1,23,161.4,45.3
19060902,1,1,22,,
19060903,1,0,3,,
19060904,0,0,1.5,,
19060905,0,1,45,162.3,52.1
19060906,1,1,40,,
19060907,0,1,30,,
19060908,1,1,24,,
19060909,0,0,6,,
19060910,0,0,5,,
19060911,1,0,1,,
19060912,0,0,17,160.5,50.5
19060913,0,0,13,153.8,44.1
19060914,0,0,10,,
19060915,1,0,14,,
19061201,0,1,58,153.6,51.7
19061202,1,1,55,147.1,57.4
19061203,0,1,22,166.7,66.4
19061204,0,1,18,168.3,71.4
19061205,1,1,80,,
19061401,0,1,41,171.4,58.7
19061402,1,1,30,152.2,40
19061403,1,0,12,140.8,28.9
19061404,1,0,10,127.8,22.5
19061405,1,0,3,91.5,11.5
19061501,0,1,25,166.1,65.2
19061502,1,1,22,,
19061503,0,1,65,160.1,49.3
19061504,1,1,60,148.6,49.3
19061505,1,1,20,185.1,48.5
19061506,1,0,.4615385,,
19061601,0,1,42,170.4,63
19061602,1,1,40,149.5,43.7
19061603,0,0,11,138.8,31.8
19061604,0,0,8,105,15.5
19061605,1,0,13,148,43.1
19061606,1,0,4,96,13
19061607,0,0,16,166.4,51.7
19061608,0,1,32,161.2,61.1
19061609,1,1,27,153.7,65
19061610,1,0,13,145.3,35.5
19061611,1,0,11,135,28.4
19061612,0,0,8,117.1,21.6
19061613,1,0,6,101.5,15.1
19061701,0,1,70,,
19061702,0,1,35,,
19061703,1,1,33,147.7,40.1
19061704,0,0,4,126.6,20.4
19061705,1,0,3,105.5,13.9
19061706,1,0,2,96.5,12.8
19061707,0,0,2,94.5,11.1
19061801,0,1,70,154.9,44.5
19061802,1,1,65,133.6,34.8
19062001,0,1,60,149,42.4
19062002,1,1,50,142.6,44.5
19062003,1,0,17,142,47.7
19062004,0,1,45,152.5,54.8
19070201,0,1,55,161.2,49.9
19070202,1,1,51,146.4,43.1
19070203,0,1,30,164.2,60.1
19070204,1,1,28,143.6,58.4
19070205,1,0,7,111.5,18.7
19070206,1,0,5,102.6,19
19070501,0,1,68,156.1,54.1
19070502,1,1,55,152.3,57.4
19070503,1,1,35,,
19070504,0,0,10,133.6,26
19070505,0,0,8,107.3,16.6
19070506,0,0,5,107.3,16.6
19070507,1,0,3,96.3,13.4
19070701,0,1,70,156.5,37.4
19070702,1,1,60,136.7,34.4
19070703,0,1,35,160,51.4
19070705,1,0,7,105.4,15.4
19070706,0,0,6,98.2,14.4
19070707,0,0,5,,
19070801,0,1,67,173,53.7
19070802,1,1,65,151.6,42.4
19070803,0,1,32,170.4,60.7
19070804,1,1,30,144.5,38.3
19070805,1,0,11,144.5,28.8
19070806,0,0,8,120.3,19.7
19070807,0,0,5,103,14
19070808,1,0,2.5,76.8,8.5
19070809,1,0,.6923077,,
19071001,0,1,43,163.1,56.7
19071002,1,1,38,149.9,48.5
19071101,0,1,50,173.3,65.8
19071102,1,1,45,147.9,51.9
19071103,1,1,25,148.5,38
19071104,1,0,1.25,,7.2
19071201,0,1,35,165.2,52.9
19071202,1,1,28,148,36.9
19071203,1,1,40,154.6,56.6
19071204,1,1,18,153.3,37.2
19071205,1,1,60,153.6,40.9
19071301,0,1,52,169.9,50
19071302,1,1,35,150,45.8
19071303,1,1,19,150.1,34.3
19071304,0,1,18,171.2,49.7
19071305,1,0,13,141.3,31.9
19071306,1,0,10,127.7,21.5
19071307,0,0,8,122.6,20.8
19071401,0,1,72,157.5,51.5
19071402,0,1,38,169.2,52.5
19071403,1,1,34,143.7,35.4
19071404,1,0,13,141.5,28
19071405,0,0,11,134.1,22.8
19071406,0,0,9,128.7,23.3
19071501,1,1,50,160.2,69.6
19071502,0,1,22,,
19071503,1,1,20,147,41.5
19071504,0,0,3,84.1,11.4
19071505,0,0,.1538462,,
19071506,0,0,10,,
19071507,0,0,12,,
19071601,0,1,50,159.2,44.4
19071602,1,1,40,146.1,63.4
19071603,0,0,17,163.6,45.3
19071604,0,0,14,152.6,38.4
19071605,0,0,10,128.6,21
19071606,0,0,8,108.7,15.4
19071607,0,0,6,94.4,11.8
19071608,1,0,2,70.7,7.2
19071701,0,1,60,162.2,39.5
19071702,1,1,50,158.5,42.6
19071703,0,1,26,,
19071704,1,1,24,157.6,42.2
19071705,1,0,4,97.5,13.4
19071706,0,0,1.5,,10.1
19071707,0,0,10,142.2,27.7
19071801,0,1,56,163.5,55.3
19071802,1,1,50,149.3,49.9
19071803,1,1,60,141.1,43.3
19071804,0,1,34,168.4,70.7
19071805,1,1,31,143.5,60.2
19071806,0,0,10,135.2,24.2
19071807,1,0,7,114.5,18.2
19071808,0,1,26,157.2,45
19071809,1,1,23,,
19071810,1,0,.8333333,,
19071811,0,1,21,167.5,55.1
19071812,1,1,18,144.7,40.4
19071901,0,1,58,166.3,59.9
19071902,1,1,54,146.2,48.5
19071903,0,1,18,166.8,60.8
19071904,1,1,24,152.3,48.8
19071905,0,1,27,,
19071906,0,1,96,159,50.4
19071907,1,1,90,166.5,50.8
19072001,0,1,43,165.7,63
19072002,1,1,38,144.3,40
19072003,0,0,13,144.5,30
19072004,1,0,9,136.8,28
19080101,1,1,28,161.9,45.2
19080102,0,0,8,119.6,18.1
19080103,0,0,5,113.9,17.5
19080104,1,0,3,95.6,12.2
19080105,0,0,1.5,,10.7
19080106,1,1,55,144.1,34.8
19080201,0,1,55,173.6,68
19080202,1,1,48,147.8,53
19080203,1,1,23,158.2,55.5
19080204,1,0,3,95,12.9
19080205,0,0,1.666667,,10
19080206,0,1,21,171,70.4
19080207,1,0,16,150.4,44.6
19080301,0,1,45,159,52.1
19080302,1,1,40,148.9,44.5
19080303,1,1,22,158.5,54.3
19080304,1,1,18,145.7,39.9
19080305,0,0,15,148.6,36.4
19080306,0,0,10,121.3,21.7
19080401,0,1,38,162.7,51.6
19080402,1,1,36,150.4,57.3
19080403,1,0,15,151.8,48.7
19080404,0,0,13,167,44.8
19080405,0,0,10,145.7,30.7
19080406,0,0,7,134.7,27.1
19080407,1,1,80,140,59.1
19080408,1,0,17,152.4,58.2
19080502,1,1,42,154.6,45
19080506,1,0,10,114.6,16.6
19080507,1,0,8,97.3,13.4
19080510,1,1,65,139,31.4
19080601,0,1,42,160.2,63
19080602,1,1,37,158.2,65.2
19080603,0,0,14,148.8,33.9
19080604,0,0,12,141.2,31.9
19080605,0,1,35,170.5,51.2
19080606,1,1,32,165.3,59.8
19080607,0,0,9,134.5,23
19080608,0,0,6,112.9,15
19080609,1,1,60,148.6,43
19080901,0,1,55,167,53
19080902,1,1,50,150.2,56.4
19080903,1,1,18,,
19080904,1,1,45,145.9,59.8
19081001,0,1,56,157.1,53.3
19081002,1,1,50,145.2,43.3
19081003,0,1,33,157.7,57.6
19081004,1,1,28,145.7,45.9
19081005,1,0,10,113.5,18.8
19081006,0,0,8,113.5,18.5
19081007,1,0,5,94,12.6
19081008,1,0,1.833333,,7.9
19081010,1,1,26,162,48.4
19081011,1,0,6,106.3,14.1
19081012,1,0,5,103.5,13.9
19081013,0,0,3,89.5,11.5
19081014,0,1,28,160.5,50.4
19081015,0,1,26,157.9,52
19081016,0,1,24,163.1,51
19081017,0,1,22,162.5,53.6
19081018,0,1,20,157.7,50.1
19081019,1,0,17,143.4,40.9
19081101,0,1,45,159.5,50.7
19081102,1,1,43,146.4,45.2
19081103,0,1,18,,
19081104,1,0,16,149.5,41.3
19081105,0,0,14,156.7,44
19081106,1,0,11,134.9,28
19081201,0,1,70,160.2,47.7
19081202,1,1,68,144.6,25.9
19081203,0,1,35,162.2,54.7
19081204,1,1,33,151,43.8
19081301,0,1,40,174.7,55
19081302,1,1,38,148.9,39.3
19081304,1,0,17,150,44.8
19081305,0,0,14,158.8,38.5
19081306,1,0,8,128.3,21.3
19081501,0,1,85,147.5,35.6
19081502,1,1,80,145.2,34.3
19081601,1,1,47,146.7,41.1
19081602,0,1,28,176.7,76.7
19081603,1,1,26,151,53.9
19081604,1,0,8,127.6,24.7
19081605,0,0,7,121.8,19.7
19081606,1,0,6,105.8,15.3
19081607,0,0,4,99.6,14.3
19081608,0,1,25,171.6,52.9
19081609,1,1,60,151.9,44.9
19081701,1,1,33,151.9,48.3
